Catalog ID,Description,Sex
NA19734,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19735,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19740,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19741,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19746,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19747,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19748,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19749,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19750,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19751,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19752,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19755,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19756,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19757,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19758,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19759,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19760,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19761,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19762,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19763,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19764,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19770,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19771,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19772,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19773,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19774,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19775,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19776,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19777,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19778,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19779,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19780,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19781,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19782,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19783,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19784,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19785,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19786,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19787,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19788,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19789,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19790,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19792,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19794,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",female
NA19795,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19796,"INTERNATIONAL HAPMAP PROJECT - MEXICAN ANCESTRY IN LOS ANGELES, CALIFORNIA, USA",male
NA19818,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19819,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19828,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19834,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19835,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19836,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19900,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19901,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19902,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19904,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19908,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19909,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19913,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19914,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19916,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19917,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19918,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19919,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19920,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19921,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19922,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19923,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19924,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19982,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA19983,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA19984,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20126,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20127,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20128,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20129,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20274,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20276,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20278,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20279,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20281,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20282,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20287,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20289,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20291,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20294,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20296,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20298,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20299,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20314,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20317,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20318,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20320,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20321,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20332,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20334,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20339,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20340,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20342,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20346,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20348,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20351,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20355,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20356,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20357,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20358,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20359,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20362,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,male
NA20412,INTERNATIONAL HAPMAP PROJECT - AFRICAN ANCESTRY IN SOUTHWEST USA,female
NA20502,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20503,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20504,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20505,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20506,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20507,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20508,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20509,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20510,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20511,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20512,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20513,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20514,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20515,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20516,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20517,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20518,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20519,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20520,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20521,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20522,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20524,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20525,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20527,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20528,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20529,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20530,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20531,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20532,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20533,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20534,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20535,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20536,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20538,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20539,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20540,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20541,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20542,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20543,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20544,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20581,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20582,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20585,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20586,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20587,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20588,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20589,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20752,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20753,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20754,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20755,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20756,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20757,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20758,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20759,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20760,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20761,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20762,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20763,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20764,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20765,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20766,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20767,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20768,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20769,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20770,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20771,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20772,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20773,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20774,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20775,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20778,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20783,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20785,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20786,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20787,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20790,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20792,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20795,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20796,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20797,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20798,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20799,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20800,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20801,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20802,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20803,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20804,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20805,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20806,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20807,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20808,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20809,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20810,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20811,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20812,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20813,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20814,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20815,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20818,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20819,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20821,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20822,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20826,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20827,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),male
NA20828,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20832,INTERNATIONAL HAPMAP PROJECT - TOSCANI IN ITALIA (TUSCANS IN ITALY),female
NA20845,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20846,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20847,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20849,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20850,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20851,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20852,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20853,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20854,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20856,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20858,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20859,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20861,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20862,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20863,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20864,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20866,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20867,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20868,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20869,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20870,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",male
NA20872,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20874,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20875,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20876,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20877,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20878,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20881,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
NA20882,"INTERNATIONAL HAPMAP PROJECT - GUJARATI INDIANS IN HOUSTON, TEXAS, USA",female
